id,first_name,last_name,dynasty,ship_id,status,home_planet,is_visible
,Trudie,Gibb,Kindness,harbinger,Present and accounted for,Osiris,FALSE
,Quincy,Ness,Strength,aurora,Present and accounted for,Ellarion,FALSE
,Aaliyah,Fujioka,None,immortal,Present and accounted for,Osiris,FALSE
,Eldon,Bellamy,Tranquility,cyclone,Present and accounted for,Caelena,FALSE
,Vikentiy,Long,Intelligence,harbinger,Present and accounted for,Ellarion,FALSE
,Rolf,Devine,None,harbinger,Present and accounted for,Ellarion,FALSE
,Thaddeus,Nakamura,Loyalty,aurora,Present and accounted for,Caelena,FALSE
,Pearce,Chaykovsky,Strength,spectrum,Present and accounted for,Ellarion,FALSE
,Shouhei,Hayden,Ambition,cyclone,Present and accounted for,Ellarion,FALSE
,Wolf,Adcock,Purity,cyclone,Present and accounted for,Osiris,FALSE
,Vladislava,Clement,Confidence,spectrum,Present and accounted for,Ellarion,FALSE
,Thad,Wilcox,Confidence,spectrum,Present and accounted for,Ellarion,FALSE
,Barrie,Robert,Fairness,valkyrie,Present and accounted for,Ellarion,FALSE
,Astra,Marley,Industry,cyclone,Present and accounted for,Caelena,FALSE
,Pelageya,Carlisle,Strength,spectrum,Present and accounted for,Ellarion,FALSE
,Algar,Burnham,Tranquility,cyclone,Present and accounted for,Caelena,FALSE
,Jayla,Christopherson,Confidence,warrior,Present and accounted for,Ellarion,FALSE
,Kat,Voronin,Confidence,harbinger,Present and accounted for,Ellarion,FALSE
,Erika,Hathway,Confidence,polaris,Present and accounted for,Ellarion,FALSE
,Zechariah,Styles,Loyalty,polaris,Present and accounted for,Ellarion,FALSE
,Kourtney,Howland,Purity,centurion,Present and accounted for,Osiris,FALSE
,Alexa,Daniels,Confidence,polaris,Present and accounted for,Caelena,FALSE
,Leroy,Wiley,Excellence,aurora,Present and accounted for,Osiris,FALSE
,Jamey,Strickland,Hope,discovery,Present and accounted for,Ellarion,FALSE
,Domenic,Crouch,Strength,spectrum,Present and accounted for,Ellarion,FALSE
,Diann,Harmon,Purity,cyclone,Present and accounted for,Caelena,FALSE
,Dene,Fitzroy,Mercy,ravager,Present and accounted for,Osiris,FALSE
,Chyna,Ibbot,Strength,polaris,Present and accounted for,Caelena,FALSE
,Darrin,Vernon,Logic,spectrum,Present and accounted for,Ellarion,FALSE
,Emely,Pickle,Generosity,whirlwind,Present and accounted for,Caelena,FALSE
,Wisdom,Poole,Excellence,spectrum,Present and accounted for,Ellarion,FALSE
,Cornelia,Mondy,Generosity,spectrum,Present and accounted for,Osiris,FALSE
,Cedar,Seymour,Excellence,starfall,Present and accounted for,Osiris,FALSE
,Dwayne,Putnam,Purity,polaris,Present and accounted for,Ellarion,FALSE
,Darell,Kozlov,Confidence,warrior,Present and accounted for,Ellarion,FALSE
,Aglaya,Wash,Loyalty,spectrum,Present and accounted for,Ellarion,FALSE
,Radcliff,Gladwin,Excellence,spectrum,Present and accounted for,Osiris,FALSE
,Bridgette,Wootton,Purity,harbinger,Present and accounted for,Ellarion,FALSE
,Stefani,Kirk,Tenacity,polaris,Present and accounted for,Ellarion,FALSE
,Ash,Eason,Generosity,polaris,Present and accounted for,Caelena,FALSE
,Rufus,Abbott,None,immortal,Present and accounted for,Osiris,FALSE
,Jeanie,Adcock,Justice,spectrum,Present and accounted for,Ellarion,FALSE
,Gwenevere,Ayers,Excellence,cyclone,Present and accounted for,Ellarion,FALSE
,Kichirou,Hughes,Generosity,halo,Present and accounted for,Ellarion,FALSE
,Cathryn,Hill,Hope,warrior,Present and accounted for,Ellarion,FALSE
,Audrey,Yakovlev,Unity,spectrum,Present and accounted for,Ellarion,FALSE
,Sophia,Sherman,Mercy,spectrum,Present and accounted for,Ellarion,FALSE
,Carlton,Baines,Strength,starfall,Present and accounted for,Osiris,FALSE
,Anatoly,Nowell,Ambition,spectrum,Present and accounted for,Osiris,FALSE
,Daniella,Dick,Hope,spectrum,Present and accounted for,Ellarion,FALSE
,Tranter,Rake,Excellence,spectrum,Present and accounted for,Ellarion,FALSE
,Zavia,Clarke,Unity,harbinger,Present and accounted for,Ellarion,FALSE
,Nelle,Whitaker,Purity,whirlwind,Present and accounted for,Ellarion,FALSE
,Alfreda,Ayers,Purity,starfall,Present and accounted for,Ellarion,FALSE
,Melvin,Savege,Tenacity,polaris,Present and accounted for,Ellarion,FALSE
,Regina,Masterson,Confidence,spectrum,Present and accounted for,Ellarion,FALSE
,Woodie,Patterson,Confidence,cyclone,Present and accounted for,Caelena,FALSE
,Marvyn,Thrussell,Purity,cyclone,Present and accounted for,Caelena,FALSE
,Maree,Brandon,Loyalty,immortal,Present and accounted for,Osiris,FALSE
,Rosy,Kendall,Strength,spectrum,Present and accounted for,Ellarion,FALSE
,Aylmer,James,Excellence,centurion,Present and accounted for,Caelena,FALSE
,Kilie,Matsuoka,Purity,spectrum,Present and accounted for,Ellarion,FALSE
,Emmerson,Boatwright,Ambition,aurora,Present and accounted for,Caelena,FALSE
,Caleb,Dean,Purity,aurora,Present and accounted for,Caelena,FALSE
,Lyla,Washington,None,aurora,Present and accounted for,Ellarion,FALSE
,Malakai,Eliot,Purity,taurus,Present and accounted for,Ellarion,FALSE
,Bram,Rush,Loyalty,spectrum,Present and accounted for,Osiris,FALSE
,Roni,Bull,Purity,immortal,Present and accounted for,Osiris,FALSE
,Caelan,Fairclough,Fairness,immortal,Present and accounted for,Osiris,FALSE
,Sophie,Elliston,Purity,spectrum,Present and accounted for,Ellarion,FALSE
,Dell,Garnet,Purity,valor,Present and accounted for,Ellarion,FALSE
,Vladimir,Naumov,Intelligence,aurora,Present and accounted for,Ellarion,FALSE
,Cash,Blackbourne,Tenacity,cyclone,Present and accounted for,Caelena,FALSE
,Corynn,Sharman,Strength,cyclone,Present and accounted for,Caelena,FALSE
,Marshall,Honeysett,Purity,spectrum,Present and accounted for,Ellarion,FALSE
,Tamsyn,Banks,Purity,centurion,Present and accounted for,Caelena,FALSE
,Kieran,Jeffery,Purity,spectrum,Present and accounted for,Ellarion,FALSE
,Nyree,Langdon,Confidence,polaris,Present and accounted for,Caelena,FALSE
,Benedikt,Cox,Purity,spectrum,Present and accounted for,Ellarion,FALSE
,Nia,Kirk,Unity,halo,Present and accounted for,Ellarion,FALSE
,Sadie,Ishikawa,Strength,spectrum,Present and accounted for,Ellarion,FALSE
,Albert,Howard,Purity,spectrum,Present and accounted for,Ellarion,FALSE
,Ren,Buckley,Justice,spectrum,Present and accounted for,Ellarion,FALSE
,Hachiro,Newman,Purity,spectrum,Present and accounted for,Ellarion,FALSE
,Myla,Oakley,Ambition,halo,Present and accounted for,Ellarion,FALSE
,Takumi,Presley,Ambition,polaris,Present and accounted for,Caelena,FALSE
,Ami,Alvin,Ambition,spectrum,Present and accounted for,Ellarion,FALSE
,Tera,Rowland,Defiance,polaris,Present and accounted for,Osiris,FALSE
,Stephania,Sadler,Fairness,aurora,Present and accounted for,Ellarion,FALSE
,Beckett,Tatton,None,spectrum,Present and accounted for,Osiris,FALSE
,Flynn,Bonham,Purity,valkyrie,Present and accounted for,Osiris,FALSE
,Yevgeniya,Robbins,Tranquility,spectrum,Present and accounted for,Ellarion,FALSE
,Rose,Burnham,Hope,spectrum,Present and accounted for,Ellarion,FALSE
,Dakota,Augustine,Purity,inferno,Present and accounted for,Ellarion,FALSE
,Floretta,Harrell,Loyalty,polaris,Present and accounted for,Caelena,FALSE
,Thad,Bellamy,Tenacity,spectrum,Present and accounted for,Ellarion,FALSE
,Dyson,North,Purity,cyclone,Present and accounted for,Caelena,FALSE
,Kyrie,Carver,Excellence,polaris,Present and accounted for,Caelena,FALSE
,Michi,Merrill,Purity,centurion,Present and accounted for,Caelena,FALSE
,Annalise,Dexter,Generosity,spectrum,Present and accounted for,Ellarion,FALSE
,Clarissa,Anthonyson,Generosity,polaris,Present and accounted for,Ellarion,FALSE
,Semyon,Reed,Hope,immortal,Present and accounted for,Osiris,FALSE
,Clint,Ellison,Purity,polaris,Present and accounted for,Ellarion,FALSE
,Chester,Erickson,Justice,immortal,Present and accounted for,Osiris,FALSE
,Takuma,Jephson,Excellence,polaris,Present and accounted for,Caelena,FALSE
,Janey,Christian,Purity,cyclone,Present and accounted for,Ellarion,FALSE
,Roman,Petrov,Loyalty,polaris,Present and accounted for,Ellarion,FALSE
,Lamar,Tracey,Purity,starfall,Present and accounted for,Ellarion,FALSE
,Wayne,Lum,Purity,cyclone,Present and accounted for,Ellarion,FALSE
,Max,Curtis,Confidence,polaris,Present and accounted for,Osiris,FALSE
,Mickey,Purcell,Tranquility,polaris,Present and accounted for,Ellarion,FALSE
,Ayane,Sokolov,Purity,spectrum,Present and accounted for,Osiris,FALSE
,Youko,Stone,Logic,aurora,Present and accounted for,Ellarion,FALSE
,Shelley,Webb,Intelligence,memory,Present and accounted for,Ellarion,FALSE
,Barbara,Bell,Defiance,harbinger,Present and accounted for,Ellarion,FALSE
,Brielle,Garey,Justice,starfall,Present and accounted for,Caelena,FALSE
,Emma,Winship,Generosity,immortal,Present and accounted for,Ellarion,FALSE
,Kortney,Derrick,Confidence,spectrum,Present and accounted for,Osiris,FALSE
,Clancy,Paxton,Mercy,spectrum,Present and accounted for,Ellarion,FALSE
,Arianna,James,Purity,spectrum,Present and accounted for,Ellarion,FALSE
,Brenna,Wortham,Hope,centurion,Present and accounted for,Osiris,FALSE
,Parris,Northrop,Excellence,immortal,Present and accounted for,Osiris,FALSE
,Layton,Appleby,Purity,starfall,Present and accounted for,Osiris,FALSE
,Keeleigh,Comstock,Confidence,spectrum,Present and accounted for,Ellarion,FALSE
,Cindra,Kimball,Ambition,polaris,Present and accounted for,Ellarion,FALSE
,Sanya,Glass,Purity,starfall,Present and accounted for,Osiris,FALSE
,Ursula,Taft,Loyalty,halo,Present and accounted for,Osiris,FALSE
,Varya,Page,Hope,halo,Present and accounted for,Caelena,FALSE
,Zinoviy,Hamilton,Confidence,valor,Present and accounted for,Ellarion,FALSE
,Ami,Rye,Purity,whirlwind,Present and accounted for,Ellarion,FALSE
,Crispian,Millard,Strength,discovery,Present and accounted for,Ellarion,FALSE
,Deitra,Mizushima,Fairness,spectrum,Present and accounted for,Ellarion,FALSE
,Haley,Takahashi,Generosity,inferno,Present and accounted for,Ellarion,FALSE
,Johnnie,Eliot,Fairness,cyclone,Present and accounted for,Caelena,FALSE
,Mark,Fairclough,Intelligence,immortal,Present and accounted for,Ellarion,FALSE
,Ayaka,Lockwood,Purity,spectrum,Present and accounted for,Caelena,FALSE
,Frazier,Groves,Hope,cyclone,Present and accounted for,Caelena,FALSE
,Kayleen,Snider,Justice,polaris,Present and accounted for,Ellarion,FALSE
,Ermolai,Fox,Excellence,burro,Present and accounted for,Osiris,FALSE
,Innokenty,Adair,Intelligence,harbinger,Present and accounted for,Ellarion,FALSE
,Racquel,Simonson,Purity,polaris,Present and accounted for,Ellarion,FALSE
,Marissa,Mayes,Generosity,spectrum,Present and accounted for,Ellarion,FALSE
,Meridith,Attwater,Ambition,halo,Present and accounted for,Ellarion,FALSE
,Dollie,Herberts,Confidence,spectrum,Present and accounted for,Ellarion,FALSE
,Liana,Bolton,None,whirlwind,Present and accounted for,Caelena,FALSE
,Wynonna,Blakeley,Excellence,cyclone,Present and accounted for,Ellarion,FALSE
,Momoka,Garret,Defiance,halo,Present and accounted for,Ellarion,FALSE
,Wendell,Joyner,Purity,polaris,Present and accounted for,Ellarion,FALSE
,Jeanna,Colton,None,aurora,Present and accounted for,Ellarion,FALSE
,Scarlet,Sargent,None,polaris,Present and accounted for,Ellarion,FALSE
,Ronald,Norris,Strength,polaris,Present and accounted for,Ellarion,FALSE
,Lexy,Granger,Excellence,cyclone,Present and accounted for,Ellarion,FALSE
,Freddie,Seymour,Hope,cyclone,Present and accounted for,Caelena,FALSE
,Gae,Devine,Excellence,valkyrie,Present and accounted for,Ellarion,FALSE
,Kurt,Clement,Hope,immortal,Present and accounted for,Osiris,FALSE
,Brian,Long,Strength,cyclone,Present and accounted for,Ellarion,FALSE
,Jarred,Norton,Purity,spectrum,Present and accounted for,Osiris,FALSE
,Peronel,Garrett,Mercy,immortal,Present and accounted for,Osiris,FALSE
,Tristan,Brant,Confidence,whirlwind,Present and accounted for,Caelena,FALSE
,Janey,Albertson,Intelligence,halo,Present and accounted for,Ellarion,FALSE
,Luanne,Kimberly,Ambition,polaris,Present and accounted for,Caelena,FALSE
,Arlen,Eustis,Confidence,immortal,Present and accounted for,Ellarion,FALSE
,Alice,Akers,Purity,centurion,Present and accounted for,Ellarion,FALSE
,Kori,Brewer,Hope,spectrum,Present and accounted for,Ellarion,FALSE
,Avice,Hailey,Confidence,cyclone,Present and accounted for,Osiris,FALSE
,Noburu,Wembley,Compassion,polaris,Present and accounted for,Ellarion,FALSE
,Otis,Sandford,Confidence,ravager,Present and accounted for,Osiris,FALSE
,Kirsten,Harvey,Loyalty,starfall,Present and accounted for,Osiris,FALSE
,Roksana,Courtenay,Hope,immortal,Present and accounted for,Osiris,FALSE
,Roseann,Tatton,Strength,polaris,Present and accounted for,Osiris,FALSE
,Andrey,Travis,Purity,inferno,Present and accounted for,Caelena,FALSE
,Michaela,Grenville,Logic,aurora,Present and accounted for,Ellarion,FALSE
,Halle,Pope,Ambition,cyclone,Present and accounted for,Osiris,FALSE
,Nika,Christopher,Purity,polaris,Present and accounted for,Ellarion,FALSE
,Tolly,Donalds,Purity,aurora,Present and accounted for,Osiris,FALSE
,Phebe,Stamp,None,spectrum,Present and accounted for,Ellarion,FALSE
,Jaki,Darby,None,spectrum,Present and accounted for,Ellarion,FALSE
,James,Akerman,None,whirlwind,Present and accounted for,Caelena,FALSE
,Ripley,Mikhailov,Purity,polaris,Present and accounted for,Ellarion,FALSE
,Mallory,Headley,Hope,immortal,Present and accounted for,Osiris,FALSE
,Evelyn,Ueno,Fairness,spectrum,Present and accounted for,Osiris,FALSE
,Clarissa,Matsushita,None,polaris,Present and accounted for,Ellarion,FALSE
,Capricia,Hadaway,Defiance,spectrum,Present and accounted for,Ellarion,FALSE
,Varfolomei,Danell,Intelligence,cyclone,Present and accounted for,Osiris,FALSE
,Reggie,Peterson,Loyalty,starfall,Present and accounted for,Ellarion,FALSE
,Dexter,Roy,None,aurora,Present and accounted for,Ellarion,FALSE
,Melanie,Cannon,Confidence,halo,Present and accounted for,Ellarion,FALSE
,Calvin,Griffin,Ambition,polaris,Present and accounted for,Ellarion,FALSE
,Alisya,Hargrave,Generosity,spectrum,Present and accounted for,Ellarion,FALSE
,Edith,Spurling,Ambition,aurora,Present and accounted for,Ellarion,FALSE
,Delores,Waters,Confidence,polaris,Present and accounted for,Ellarion,FALSE
,Cindi,Nielson,Compassion,cyclone,Present and accounted for,Caelena,FALSE
,Corina,Key,Strength,immortal,Present and accounted for,Osiris,FALSE
,Ashlyn,Lyon,Excellence,aurora,Present and accounted for,Ellarion,FALSE
,Jillie,Bentley,Strength,immortal,Present and accounted for,Osiris,FALSE
,Noboru,Harley,Purity,polaris,Present and accounted for,Ellarion,FALSE
,Ruby,Milburn,Tenacity,immortal,Present and accounted for,Osiris,FALSE
,Zo&euml;,Tupper,Confidence,harbinger,Present and accounted for,Caelena,FALSE
,Marissa,Harford,Ambition,centurion,Present and accounted for,Caelena,FALSE
,Zlata,Ely,Mercy,spectrum,Present and accounted for,Ellarion,FALSE
,Elnora,Stephens,Strength,centurion,Present and accounted for,Ellarion,FALSE
,Pete,Tyrrell,Purity,starfall,Present and accounted for,Osiris,FALSE
,Karlene,Goffe,Purity,taurus,Present and accounted for,Caelena,FALSE
,Ned,West,Purity,cyclone,Present and accounted for,Ellarion,FALSE
,Corrine,Michaels,Defiance,memory,Present and accounted for,Ellarion,FALSE
,Joisse,Erickson,Tenacity,spectrum,Present and accounted for,Osiris,FALSE
,Robin,Sadler,Intelligence,aurora,Present and accounted for,Ellarion,FALSE
,Idony,Matveev,Excellence,cyclone,Present and accounted for,Caelena,FALSE
,Jayla,Wescott,Hope,aurora,Present and accounted for,Ellarion,FALSE
,Melvin,Akerman,Confidence,cyclone,Present and accounted for,Caelena,FALSE
,Maria,Chaykovsky,Generosity,cyclone,Present and accounted for,Ellarion,FALSE
,Thelma,Thacker,None,polaris,Present and accounted for,Ellarion,FALSE
,Keely,Simons,Tenacity,cyclone,Present and accounted for,Caelena,FALSE
,Shanna,Beringer,Mercy,polaris,Present and accounted for,Ellarion,FALSE
,Davina,Sokolov,Tranquility,vulture,Present and accounted for,Osiris,FALSE
,Major,Kimberley,Mercy,inferno,Present and accounted for,Ellarion,FALSE
,Stacee,Rennell,Confidence,polaris,Present and accounted for,Ellarion,FALSE
,Taylor,Miller,Excellence,polaris,Present and accounted for,Ellarion,FALSE
,Ruslan,Mondy,Strength,polaris,Present and accounted for,Ellarion,FALSE
,Shannah,Petit,Ambition,spectrum,Present and accounted for,Ellarion,FALSE
,Cydney,Good,Loyalty,warrior,Present and accounted for,Caelena,FALSE
,Lesly,Eaton,Loyalty,aurora,Present and accounted for,Ellarion,FALSE
,Alvin,Sparks,Hope,polaris,Present and accounted for,Ellarion,FALSE
,Esta,Kellogg,Strength,spectrum,Present and accounted for,Ellarion,FALSE
,Lise,Boon,Purity,spectrum,Present and accounted for,Caelena,FALSE
,Salina,Dunn,Purity,spectrum,Present and accounted for,Osiris,FALSE
,Ashlea,Farnham,Mercy,polaris,Present and accounted for,Caelena,FALSE
,Catherin,Wallace,None,halo,Present and accounted for,Ellarion,FALSE
,Malinda,Dickson,Loyalty,cyclone,Present and accounted for,Caelena,FALSE
,Meriel,Teel,Excellence,spectrum,Present and accounted for,Ellarion,FALSE
,Madonna,Bryson,Logic,starfall,Present and accounted for,Caelena,FALSE
,Nathaniel,Otis,Hope,starfall,Present and accounted for,Osiris,FALSE
,Janice,Seymour,Confidence,polaris,Present and accounted for,Osiris,FALSE
,Salena,Nicholson,Mercy,spectrum,Present and accounted for,Ellarion,FALSE
,Raya,Lowell,Purity,aurora,Present and accounted for,Ellarion,FALSE
,Kingston,Hopkins,Loyalty,halo,Present and accounted for,Ellarion,FALSE
,Penny,Brooks,Hope,starfall,Present and accounted for,Osiris,FALSE
,Lorrin,Yamashita,Strength,spectrum,Present and accounted for,Ellarion,FALSE
,Baldwin,Chandler,Hope,halo,Present and accounted for,Caelena,FALSE
,Stewart,Brock,Excellence,valor,Present and accounted for,Ellarion,FALSE
,Kenith,Armstrong,Justice,starfall,Present and accounted for,Osiris,FALSE
,Barbra,Carman,Tranquility,polaris,Present and accounted for,Caelena,FALSE
,Angela,Terrell,Intelligence,starfall,Present and accounted for,Caelena,FALSE
,Esfir,Symons,Generosity,polaris,Present and accounted for,Ellarion,FALSE
,Thelma,Senior,None,polaris,Present and accounted for,Ellarion,FALSE
,Brett,Harmon,Generosity,halo,Present and accounted for,Ellarion,FALSE
,Lorainne,Putnam,Ambition,cyclone,Present and accounted for,Caelena,FALSE
,Della,Garner,Confidence,halo,Present and accounted for,Osiris,FALSE
,Olga,White,Defiance,halo,Present and accounted for,Ellarion,FALSE
,Slade,Beverly,Tranquility,cyclone,Present and accounted for,Ellarion,FALSE
,Iosif,Albinson,Intelligence,burro,Present and accounted for,Ellarion,FALSE
,Aveline,Hargrave,Tranquility,cyclone,Present and accounted for,Caelena,FALSE
,Valeri,Avery,Industry,whirlwind,Present and accounted for,Caelena,FALSE
,Caetlin,Braxton,Tranquility,immortal,Present and accounted for,Ellarion,FALSE
,Sophy,Rimmer,Confidence,centurion,Present and accounted for,Ellarion,FALSE
,Bobbie,Chance,Confidence,immortal,Present and accounted for,Ellarion,FALSE
,Yvonne,Scrivens,Generosity,cyclone,Present and accounted for,Ellarion,FALSE
,Iggy,Yamazaki,Purity,immortal,Present and accounted for,Caelena,FALSE
,Loyd,Tollemache,Generosity,polaris,Present and accounted for,Osiris,FALSE
,Dianna,Ainsworth,Tranquility,spectrum,Present and accounted for,Ellarion,FALSE
,Yancy,Cobb,Strength,spectrum,Present and accounted for,Ellarion,FALSE
,Robert,Burton,Defiance,polaris,Present and accounted for,Ellarion,FALSE
,Wilda,Spears,None,discovery,Present and accounted for,Ellarion,FALSE
,Lana,Matthewson,Purity,halo,Present and accounted for,Ellarion,FALSE
,Yakov,Vance,Mercy,aurora,Present and accounted for,Ellarion,FALSE
,Loraine,Carpenter,Mercy,polaris,Present and accounted for,Caelena,FALSE
,Shanae,Tyler,Loyalty,spectrum,Present and accounted for,Ellarion,FALSE
,Rebeccah,Bone,Generosity,aurora,Present and accounted for,Ellarion,FALSE
,Nina,Jerome,Defiance,odysseus,Present and accounted for,Ellarion,FALSE
,Klim,Walters,Confidence,polaris,Present and accounted for,Ellarion,FALSE
,Michele,Matthewson,Intelligence,spectrum,Present and accounted for,Osiris,FALSE
,Joseph,Selby,Hope,polaris,Present and accounted for,Ellarion,FALSE
,Reese,Edison,Confidence,aurora,Present and accounted for,Ellarion,FALSE
,Iosif,Niles,Hope,halo,Present and accounted for,Ellarion,FALSE
,Eveline,Samuelson,Intelligence,polaris,Present and accounted for,Ellarion,FALSE
,Rowanne,Tod,Generosity,spectrum,Present and accounted for,Ellarion,FALSE
,Mariah,Corwin,Purity,taurus,Present and accounted for,Caelena,FALSE
,Jacquetta,Low,Defiance,cyclone,Present and accounted for,Caelena,FALSE
,Gertrude,Grey,Ambition,inferno,Present and accounted for,Ellarion,FALSE
,Vyacheslav,Abney,Mercy,polaris,Present and accounted for,Ellarion,FALSE
,Kelley,Royce,None,polaris,Present and accounted for,Ellarion,FALSE
,Queenie,Stamp,Confidence,aurora,Present and accounted for,Ellarion,FALSE
,Charlotte,Smedley,Purity,spectrum,Present and accounted for,Ellarion,FALSE
,Adolph,Bennet,Hope,centurion,Present and accounted for,Caelena,FALSE
,Ren,Waters,Purity,polaris,Present and accounted for,Ellarion,FALSE
,Kousuke,Abrahamson,Purity,polaris,Present and accounted for,Caelena,FALSE
,Geraldine,Fujimoto,Confidence,centurion,Present and accounted for,Caelena,FALSE
,Easton,Suzuki,Purity,spectrum,Present and accounted for,Caelena,FALSE
,Maya,Albinson,Tenacity,starfall,Present and accounted for,Ellarion,FALSE
,Precious,Watanabe,Purity,spectrum,Present and accounted for,Ellarion,FALSE
,Darla,Butts,Defiance,centurion,Present and accounted for,Caelena,FALSE
,Erick,Ibbot,Purity,whirlwind,Present and accounted for,Osiris,FALSE
,Dezi,Butts,Purity,polaris,Present and accounted for,Ellarion,FALSE
,Alysa,Jarvis,Mercy,ravager,Present and accounted for,Osiris,FALSE
,Jez,Wootton,Loyalty,valor,Present and accounted for,Ellarion,FALSE
,Leola,Dustin,Mercy,polaris,Present and accounted for,Caelena,FALSE
,Orson,Leavitt,Strength,immortal,Present and accounted for,Osiris,FALSE
,Jaqueline,Cornell,Ambition,aurora,Present and accounted for,Ellarion,FALSE
,Jaron,Radclyffe,Hope,polaris,Present and accounted for,Ellarion,FALSE
,Pelageya,Page,Hope,cyclone,Present and accounted for,Ellarion,FALSE
,Tom,Huddleson,Purity,harbinger,Present and accounted for,Ellarion,FALSE
,Mstislav,Dabney,Confidence,spectrum,Present and accounted for,Ellarion,FALSE
,Varnava,Phillips,Hope,starfall,Present and accounted for,Osiris,FALSE
,Maddox,Earl,Defiance,spectrum,Present and accounted for,Ellarion,FALSE
,Jaylene,Parsons,Ambition,starfall,Present and accounted for,Osiris,FALSE
,Fima,Bancroft,Strength,cyclone,Present and accounted for,Caelena,FALSE
,Percy,Pierce,Purity,spectrum,Present and accounted for,Ellarion,FALSE
,Adella,Outlaw,Mercy,cyclone,Present and accounted for,Ellarion,FALSE
,Katrina,Ash,Purity,cyclone,Present and accounted for,Ellarion,FALSE
,Dima,Wynne,Intelligence,bluecoat,Present and accounted for,Ellarion,FALSE
,Beryl,Abbey,Ambition,polaris,Present and accounted for,Caelena,FALSE
,Linnette,Augustine,Strength,burro,Present and accounted for,Osiris,FALSE
,Kelda,Glass,Ambition,harbinger,Present and accounted for,Ellarion,FALSE
,Shannen,Harris,Purity,vulture,Present and accounted for,Osiris,FALSE
,Tony,Paterson,Intelligence,cyclone,Present and accounted for,Ellarion,FALSE
,Sunshine,Yakovlev,Generosity,spectrum,Present and accounted for,Ellarion,FALSE
,Maddie,Tachibana,Industry,spectrum,Present and accounted for,Ellarion,FALSE
,Akilina,Jacobson,Purity,aurora,Present and accounted for,Osiris,FALSE
,Jackie,Waldroup,Intelligence,warrior,Present and accounted for,Osiris,FALSE
,Horace,Ready,Mercy,harbinger,Present and accounted for,Ellarion,FALSE
,Marvin,Gladwin,Purity,aurora,Present and accounted for,Caelena,FALSE
,Pernel,Hudnall,Defiance,cyclone,Present and accounted for,Caelena,FALSE
,Nate,Gary,Intelligence,spectrum,Present and accounted for,Ellarion,FALSE
,Micheal,Longstaff,Purity,spectrum,Present and accounted for,Ellarion,FALSE
,Headley,Marlow,None,centurion,Present and accounted for,Caelena,FALSE
,Harlow,Street,None,spectrum,Present and accounted for,Ellarion,FALSE
,Eliot,Harrell,Excellence,karma,Present and accounted for,Osiris,FALSE
,Benedikt,Jewell,Confidence,immortal,Present and accounted for,Caelena,FALSE
,Sebastian,Apted,Tranquility,spectrum,Present and accounted for,Ellarion,FALSE
,Dove,Sasaki,None,halo,Present and accounted for,Ellarion,FALSE
,Krystine,Saylor,Logic,polaris,Present and accounted for,Ellarion,FALSE
,Charlee,Fairchild,Confidence,polaris,Present and accounted for,Ellarion,FALSE
,Ocean,Parish,Tenacity,polaris,Present and accounted for,Ellarion,FALSE
,Leonti,Buckley,Mercy,aurora,Present and accounted for,Caelena,FALSE
,Easter,Toft,Industry,spectrum,Present and accounted for,Ellarion,FALSE
,Yuriy,Hogarth,Confidence,polaris,Present and accounted for,Ellarion,FALSE
,Savanna,Statham,Purity,immortal,Present and accounted for,Ellarion,FALSE
,Ella,Garland,Purity,polaris,Present and accounted for,Ellarion,FALSE
,Orrell,Thorpe,Intelligence,immortal,Present and accounted for,Osiris,FALSE
,Garland,Thorburn,Tenacity,spectrum,Present and accounted for,Ellarion,FALSE
,Emersyn,Michael,Ambition,starfall,Present and accounted for,Caelena,FALSE
,Paige,Bristow,Confidence,cyclone,Present and accounted for,Ellarion,FALSE
,Elliot,Randall,Confidence,centurion,Present and accounted for,Caelena,FALSE
,Matt,Rhodes,Excellence,spectrum,Present and accounted for,Osiris,FALSE
,Teal,Spalding,Excellence,polaris,Present and accounted for,Ellarion,FALSE
,Isebella,Attwood,Purity,spectrum,Present and accounted for,Ellarion,FALSE
,Bradley,Tittensor,Purity,aurora,Present and accounted for,Osiris,FALSE
,Maggie,Bryan,Purity,aurora,Present and accounted for,Ellarion,FALSE
,Kalie,Dean,Purity,polaris,Present and accounted for,Ellarion,FALSE
,Lexa,Fortune,Tranquility,polaris,Present and accounted for,Ellarion,FALSE
,Frannie,Lindsay,Unity,spectrum,Present and accounted for,Ellarion,FALSE
,Roseann,Buckley,Purity,aurora,Present and accounted for,Ellarion,FALSE
,Dionne,Butcher,Hope,centurion,Present and accounted for,Caelena,FALSE
,Violetta,Winship,Purity,spectrum,Present and accounted for,Ellarion,FALSE
,Rocky,Fairbairn,Purity,harbinger,Present and accounted for,Ellarion,FALSE
,Kallie,Derrick,Strength,halo,Present and accounted for,Ellarion,FALSE
,Keiran,Fujita,Ambition,spectrum,Present and accounted for,Ellarion,FALSE
,Ericka,Wardrobe,Mercy,polaris,Present and accounted for,Ellarion,FALSE
,Waldo,Courtenay,Purity,warrior,Present and accounted for,Ellarion,FALSE
,Annis,Lamar,Loyalty,spectrum,Present and accounted for,Ellarion,FALSE
,Linnet,Milton,Tenacity,harbinger,Present and accounted for,Ellarion,FALSE
,Melba,Tobin,Tranquility,polaris,Present and accounted for,Ellarion,FALSE
,Korrine,Emmet,Excellence,spectrum,Present and accounted for,Ellarion,FALSE
